quantitydetail_pk,quantitydetailid,orderid,orderline_pk,statusid,updatedtimestamp,createdby,createdtimestamp,quantity,itemid,orgid,updatedby,uom,contextid,messageid,load_date,update_date
6212096850989550286,6272807767516783539,122000005,6809129037164391188,1000,2025-12-05T12:08:10.659,Ability_API@dxlg.com,2025-12-05T12:08:10.659,1,1009608,dxlg-us,Ability_API@dxlg.com,EA,1b1c23cc-dbbc-49e7-ad42-26fa6170b7b7,c7234294-5dbb-4a6d-8653-0a45d814ef6b,05:08.10,05:08.10
6049911429528613264,6878329352973311707,122000006,6687299145869046031,3000,2025-12-05T12:08:10.659,Ability_API@dxlg.com,2025-12-05T12:08:10.659,3,901234,dxlg-us,Ability_API@dxlg.com,EA,e01d6b78-5756-4475-8e39-781a52194b80,99e7e6ca-4730-46e0-aff7-ff0dfb8b825c,05:08.10,05:08.10
6773892664992156391,6265415419193054078,122000006,6564506537477178629,3600,2025-12-05T12:08:10.659,Ability_API@dxlg.com,2025-12-05T12:08:10.659,1,800456,dxlg-us,Ability_API@dxlg.com,EA,4a30632c-7a57-4671-a76f-4b5ca5707a3a,c2fa57a1-2a42-4dd2-95c1-5d09ffa3a122,05:08.10,05:08.10
6815244855933936920,6607113061442483180,122000007,6390660933177854113,1000,2025-12-05T12:08:10.659,Ability_API@dxlg.com,2025-12-05T12:08:10.659,2,900789,dxlg-us,Ability_API@dxlg.com,EA,8530c96a-8a5b-4e32-a8e3-2c6f831f1ee9,53cbe778-1d1c-49bc-b2f3-36f9f1c5c6c0,05:08.10,05:08.10
6228519828695695901,6970250387382311145,122000007,6941702790402773486,1000,2025-12-05T12:08:10.659,Ability_API@dxlg.com,2025-12-05T12:08:10.659,1,800123,dxlg-us,Ability_API@dxlg.com,EA,cee81c06-df52-443b-823f-ad8fddb93d7b,2e1d3f01-2817-41cc-ab45-2ec725c441f7,05:08.10,05:08.10
6867387032779149923,6471289436180572534,122000007,6385892961370028375,3600,2025-12-05T12:08:10.660,Ability_API@dxlg.com,2025-12-05T12:08:10.660,3,800456,dxlg-us,Ability_API@dxlg.com,EA,25ffcb24-d8a1-4120-8c0d-28d98ce3af1d,2d9e2065-1b82-4b50-9bb5-6c261cc39235,05:08.10,05:08.10
6251539415356104814,6213590117055183937,122000008,6540677342783481696,3600,2025-12-05T12:08:10.660,Ability_API@dxlg.com,2025-12-05T12:08:10.660,3,1222483,dxlg-us,Ability_API@dxlg.com,EA,958dc614-05e1-47c1-9169-22653cc878b5,11c00dc8-734c-4803-911c-d5a56a574e58,05:08.10,05:08.10
6223037681012905024,6044810719192259305,122000008,6784180828086274782,1000,2025-12-05T12:08:10.660,Ability_API@dxlg.com,2025-12-05T12:08:10.660,2,902345,dxlg-us,Ability_API@dxlg.com,EA,58e126b7-a6cd-4c0e-a49b-9f1415d5e340,83e798d1-fdab-46fe-a49e-de7bc4051134,05:08.10,05:08.10
6023184614313615905,6639437294920566597,122000008,6194844059127484129,1000,2025-12-05T12:08:10.660,Ability_API@dxlg.com,2025-12-05T12:08:10.660,1,1222483,dxlg-us,Ability_API@dxlg.com,EA,7bbdeec7-8c9f-42b4-9803-9bec858c9a02,1eb3b19f-32ef-4eda-8680-04291a8a2b3a,05:08.10,05:08.10
6211321874812556249,6236047096396779663,122000008,6464297864885726407,3600,2025-12-05T12:08:10.660,Ability_API@dxlg.com,2025-12-05T12:08:10.660,1,1009608,dxlg-us,Ability_API@dxlg.com,EA,3527fd1e-3d2e-4209-aed5-f42b1200319e,d5e2c4e2-374e-4ec1-85df-f81277fdb427,05:08.10,05:08.10
6011323286146780046,6220265031223252229,122000009,6732325714928875204,2000,2025-12-05T12:08:10.660,Ability_API@dxlg.com,2025-12-05T12:08:10.660,3,800123,dxlg-us,Ability_API@dxlg.com,EA,8f0c1ae2-619c-4590-8ca2-c4c5db044b58,8f75ff01-fed4-421f-8a5f-4c6d20f7b2ff,05:08.10,05:08.10
6591266419978365509,6537177291447529473,122000009,6227004520006137605,3600,2025-12-05T12:08:10.660,Ability_API@dxlg.com,2025-12-05T12:08:10.660,3,800123,dxlg-us,Ability_API@dxlg.com,EA,29a4a9bc-43c0-4aa2-bb0d-41b4277b4e37,17a3179b-74d8-4545-b73b-f6bdc8270897,05:08.10,05:08.10
6777808858073307394,6119479971136629369,122000009,6747799498755874854,2000,2025-12-05T12:08:10.660,Ability_API@dxlg.com,2025-12-05T12:08:10.660,3,1009608,dxlg-us,Ability_API@dxlg.com,EA,d15073fa-e060-49a8-bbb1-2203e7695eb5,9100bef5-1ff4-4bbc-9359-abe0dc2dc695,05:08.10,05:08.10
6813901297424889510,6221336055112489214,122000010,6974692296551908244,2000,2025-12-05T12:08:10.660,Ability_API@dxlg.com,2025-12-05T12:08:10.660,2,902345,dxlg-us,Ability_API@dxlg.com,EA,e92c131f-02bc-442e-980d-eb68209adbbf,82c4e386-bf7c-4c5b-979f-7fbca7cba901,05:08.10,05:08.10
6010881924048214620,6185474478624821362,122000011,6819073878186377290,2000,2025-12-05T12:08:10.660,Ability_API@dxlg.com,2025-12-05T12:08:10.660,3,800123,dxlg-us,Ability_API@dxlg.com,EA,1d30aa3c-0e69-4f45-bb9a-7037c169f8af,b3d8f6ba-5d35-4be5-8f76-0278cd0fa1d8,05:08.10,05:08.10
6807585116759827344,6300757480810628267,122000011,6025426513002396753,2000,2025-12-05T12:08:10.660,Ability_API@dxlg.com,2025-12-05T12:08:10.660,2,1222647,dxlg-us,Ability_API@dxlg.com,EA,0f6ba81c-f79d-411f-99d6-a05d1d15bdf9,c9e35261-4642-43cf-a856-e35fa77ab54e,05:08.10,05:08.10
6001710415530897172,6466830646289122812,122000011,6842433975128559303,1000,2025-12-05T12:08:10.660,Ability_API@dxlg.com,2025-12-05T12:08:10.660,3,775376,dxlg-us,Ability_API@dxlg.com,EA,bb004b9d-4843-4bf8-88b7-756d2f186ec2,388e08ec-008e-4831-8642-c78037daa4ed,05:08.10,05:08.10
6267967086724219471,6455698939948952565,122000011,6603344652625819414,2000,2025-12-05T12:08:10.660,Ability_API@dxlg.com,2025-12-05T12:08:10.660,2,1009608,dxlg-us,Ability_API@dxlg.com,EA,d0a24490-692e-401a-89a7-43807fb4fd58,4e9df911-a8d7-42dc-b82b-90469f7f1eb1,05:08.10,05:08.10
6138391260941084981,6970443875891325404,122000012,6955662562264454587,3000,2025-12-05T12:08:10.661,Ability_API@dxlg.com,2025-12-05T12:08:10.661,3,1222483,dxlg-us,Ability_API@dxlg.com,EA,295d5855-53e1-4dcd-bf49-419eed343dbb,07903afb-c42e-44ce-bb1e-54e7bd8283a5,05:08.10,05:08.10
6709717736288099338,6144099235716842082,122000012,6027447110420768430,2000,2025-12-05T12:08:10.661,Ability_API@dxlg.com,2025-12-05T12:08:10.661,3,1222647,dxlg-us,Ability_API@dxlg.com,EA,0488afb6-5b9d-4303-a521-5cb89bf7de84,ce239cec-75fa-408d-9c82-b61077a7e33d,05:08.10,05:08.10
6833803914731361820,6888769572499220297,122000012,6767173300199456055,3600,2025-12-05T12:08:10.661,Ability_API@dxlg.com,2025-12-05T12:08:10.661,3,902345,dxlg-us,Ability_API@dxlg.com,EA,ec9bdbf4-f277-47be-9a97-24f213783841,65d4e9c5-0604-4a3e-aab8-13281b5e8f38,05:08.10,05:08.10
6212711545777614182,6637830212222864530,122000013,6587521845471085401,3000,2025-12-05T12:08:10.661,Ability_API@dxlg.com,2025-12-05T12:08:10.661,3,902345,dxlg-us,Ability_API@dxlg.com,EA,0ea87a32-f1b3-469d-a9ab-b25d91fedcab,a3dff0d6-cec1-458a-939c-bacc77023a84,05:08.10,05:08.10
6853414029486303471,6960233407678064559,122000013,6756857337133031874,3600,2025-12-05T12:08:10.662,Ability_API@dxlg.com,2025-12-05T12:08:10.662,3,900789,dxlg-us,Ability_API@dxlg.com,EA,f71abc7a-72ce-469c-b3cb-136fb0577896,1279d776-6bc6-4780-923b-ee176f5f5b64,05:08.10,05:08.10
6586453231932333079,6789121823563531931,122000013,6557916578718154405,3000,2025-12-05T12:08:10.662,Ability_API@dxlg.com,2025-12-05T12:08:10.662,1,1222483,dxlg-us,Ability_API@dxlg.com,EA,d8dd8d11-f6b7-4c71-bd20-6116b7376ca0,6c623cc5-ad14-4c86-8b15-771cf869e7a5,05:08.10,05:08.10
6082476306346509691,6408029037090806295,122000013,6345608727687532133,3600,2025-12-05T12:08:10.662,Ability_API@dxlg.com,2025-12-05T12:08:10.662,2,900789,dxlg-us,Ability_API@dxlg.com,EA,40416ea8-851e-4b28-a6ea-aee53a36ae41,554493e6-2de4-451d-844c-7247eb711e5c,05:08.10,05:08.10
6733019334962131431,6674795137594268799,122000014,6857054821798925072,2000,2025-12-05T12:08:10.662,Ability_API@dxlg.com,2025-12-05T12:08:10.662,3,901234,dxlg-us,Ability_API@dxlg.com,EA,1008f1e6-b004-4ef7-bca8-9618d2b8c983,23a4dc08-d44b-433b-8d9c-adaa9fd33f04,05:08.10,05:08.10
6257670673039034705,6946437717802732740,122000014,6216315772379017290,3000,2025-12-05T12:08:10.662,Ability_API@dxlg.com,2025-12-05T12:08:10.662,1,800456,dxlg-us,Ability_API@dxlg.com,EA,0ad626ca-afc0-4ea6-8b77-521dc5b185b8,e244c6c0-ae4b-4fa5-ad29-ee30918c26ff,05:08.10,05:08.10
6265280770638214562,6411248431471821193,122000015,6483494374951960569,3600,2025-12-05T12:08:10.662,Ability_API@dxlg.com,2025-12-05T12:08:10.662,1,1222647,dxlg-us,Ability_API@dxlg.com,EA,6df7193b-82bc-41bd-87aa-0b27beab83bc,d42e87d0-a57e-49e9-9401-479afac2105c,05:08.10,05:08.10
6532535267975060697,6514122139067831521,122000016,6248514996663931112,3600,2025-12-05T12:08:10.662,Ability_API@dxlg.com,2025-12-05T12:08:10.662,3,775376,dxlg-us,Ability_API@dxlg.com,EA,1f8b6b7c-ed6a-4f54-a20e-da3247e06ded,59faa019-4afb-463c-8bb7-837bbb48c7d5,05:08.10,05:08.10
6439564651594766864,6184151046618388273,122000017,6113115926884861754,3000,2025-12-05T12:08:10.663,Ability_API@dxlg.com,2025-12-05T12:08:10.663,2,900789,dxlg-us,Ability_API@dxlg.com,EA,02d55e45-0d20-4a79-9ec2-2683e0ca4fa9,dbb00f17-4c1e-4a13-9705-4e16c9983aef,05:08.10,05:08.10
6827177120496813846,6334669248383789439,122000017,6704115960297185858,3600,2025-12-05T12:08:10.663,Ability_API@dxlg.com,2025-12-05T12:08:10.663,2,1222647,dxlg-us,Ability_API@dxlg.com,EA,07353f92-192a-4822-a6bf-b8ec2bc6012a,85eb25b9-fd6c-4423-9511-0d1c64749bef,05:08.10,05:08.10
6109091094997429582,6769229039678027409,122000017,6465019593541223524,2000,2025-12-05T12:08:10.663,Ability_API@dxlg.com,2025-12-05T12:08:10.663,2,800456,dxlg-us,Ability_API@dxlg.com,EA,f91d9897-b111-4f76-851f-acc20c533354,76edeaad-ad5a-484e-ade6-befc95b88146,05:08.10,05:08.10
6306238990460161836,6907231892590503802,122000018,6240920049341728573,1000,2025-12-05T12:08:10.663,Ability_API@dxlg.com,2025-12-05T12:08:10.663,2,1009608,dxlg-us,Ability_API@dxlg.com,EA,0ffc1868-b592-4913-a61e-ba81df54d7d8,3ada4603-010b-4147-847c-db409f48ae6d,05:08.10,05:08.10
6793417223513945462,6803022758133266475,122000018,6131688000203010652,2000,2025-12-05T12:08:10.663,Ability_API@dxlg.com,2025-12-05T12:08:10.664,2,902345,dxlg-us,Ability_API@dxlg.com,EA,9b2e677c-5722-48a8-9a7f-f51898c33435,d86877e6-539f-4420-8202-5c2136f3c53f,05:08.10,05:08.10
6293596805106642105,6390756383698562618,122000019,6459282916974917781,3000,2025-12-05T12:08:10.664,Ability_API@dxlg.com,2025-12-05T12:08:10.664,1,1222483,dxlg-us,Ability_API@dxlg.com,EA,e1e709d6-0bae-493a-b40c-dbb65e15a57b,3b028843-ca2f-4376-9271-132bb31c8bd9,05:08.10,05:08.10
6877654073043311733,6724591960847017317,122000019,6399640612821572208,3000,2025-12-05T12:08:10.664,Ability_API@dxlg.com,2025-12-05T12:08:10.664,1,1222483,dxlg-us,Ability_API@dxlg.com,EA,870599f6-c465-4994-a911-e716d36fde9e,ab4b07e8-cfc2-4173-bcb6-541875e4d298,05:08.10,05:08.10
6563501546554386491,6395000791129091817,122000020,6117614391412662278,1000,2025-12-05T12:08:10.664,Ability_API@dxlg.com,2025-12-05T12:08:10.664,1,775376,dxlg-us,Ability_API@dxlg.com,EA,93791f51-1dd7-421e-946a-ee17994db373,6063f8a2-0d63-43a9-8da8-639e8322602f,05:08.10,05:08.10
6847712744025121250,6650749802233110962,122000020,6751067279182470855,1000,2025-12-05T12:08:10.664,Ability_API@dxlg.com,2025-12-05T12:08:10.664,1,775376,dxlg-us,Ability_API@dxlg.com,EA,d5e4c972-defe-4652-b8cd-b195580651a8,0aab46d7-c4c1-466e-97f5-21d812c8bc5f,05:08.10,05:08.10
6032663792311695863,6091447104624835455,122000020,6640356176406172965,3000,2025-12-05T12:08:10.664,Ability_API@dxlg.com,2025-12-05T12:08:10.664,2,800456,dxlg-us,Ability_API@dxlg.com,EA,9d28fa3c-a801-46f5-996f-c9f4291a1adf,d4ccd9dd-9d34-46ab-9da2-cbc5ab7cd92c,05:08.10,05:08.10
6843380542683944407,6607237947457182508,122000020,6929945292513825527,2000,2025-12-05T12:08:10.664,Ability_API@dxlg.com,2025-12-05T12:08:10.664,1,900789,dxlg-us,Ability_API@dxlg.com,EA,4a350043-efec-45e6-8e85-b18e9ca60c81,767cf60f-cb6c-470d-90a9-9b79a500e970,05:08.10,05:08.10
6449160018733668972,6617352260913127449,122000021,6665604419614300539,1000,2025-12-05T12:08:10.664,Ability_API@dxlg.com,2025-12-05T12:08:10.664,3,800456,dxlg-us,Ability_API@dxlg.com,EA,571e22b6-95a1-49e8-b546-ed396c3eba04,cdbb8be8-ff33-47ef-958d-116ee43bf623,05:08.10,05:08.10
6171720820599410622,6212718599073648567,122000021,6201489659011802842,3000,2025-12-05T12:08:10.664,Ability_API@dxlg.com,2025-12-05T12:08:10.664,3,902345,dxlg-us,Ability_API@dxlg.com,EA,300b5e49-9bf5-46d2-b547-dcd619c91c57,75e559dc-99ab-4ccd-b111-4e286cc36ec5,05:08.10,05:08.10
6024056634117434685,6108564795069101682,122000021,6517173198521308919,3600,2025-12-05T12:08:10.665,Ability_API@dxlg.com,2025-12-05T12:08:10.665,3,1222483,dxlg-us,Ability_API@dxlg.com,EA,4e345b8a-2953-4048-adb5-07091b3bd37c,123d739f-0e67-4304-b6b5-c6a139276a67,05:08.10,05:08.10
6022908893774789255,6677562238818397579,122000022,6917976258726132588,2000,2025-12-05T12:08:10.665,Ability_API@dxlg.com,2025-12-05T12:08:10.665,3,900789,dxlg-us,Ability_API@dxlg.com,EA,b447b2d3-f26c-40f2-baa7-3b2441a8d342,3921107e-1a46-4bf7-94bd-2018bc56fb05,05:08.10,05:08.10
6799974446057860138,6948966582555099028,122000023,6631217591586952618,3600,2025-12-05T12:08:10.665,Ability_API@dxlg.com,2025-12-05T12:08:10.665,2,900789,dxlg-us,Ability_API@dxlg.com,EA,6be3a7f3-9b1a-40de-bb23-24f0cc07b392,4daa1ccf-7120-45c9-ae67-209e90153094,05:08.10,05:08.10
6778744676258568832,6324629086340299033,122000023,6630908403074425129,2000,2025-12-05T12:08:10.665,Ability_API@dxlg.com,2025-12-05T12:08:10.665,1,1222483,dxlg-us,Ability_API@dxlg.com,EA,8f1a3ba0-6073-44c2-9a00-75c698629c46,fabc9ebe-613a-46e3-93b0-a5097341c096,05:08.10,05:08.10
6662851657649517229,6274300395045331850,122000023,6882163431335106752,3000,2025-12-05T12:08:10.665,Ability_API@dxlg.com,2025-12-05T12:08:10.665,2,775376,dxlg-us,Ability_API@dxlg.com,EA,ce78c0d3-f789-4188-921d-72d77456ab7c,0766fc20-86ad-467f-8c6f-24a79f213999,05:08.10,05:08.10
6416421664705860105,6190226479443343657,122000024,6548703336997232825,3600,2025-12-05T12:08:10.665,Ability_API@dxlg.com,2025-12-05T12:08:10.665,1,1222647,dxlg-us,Ability_API@dxlg.com,EA,e05ee837-268b-49a0-934d-d3d5353f12e6,b39d1676-cde7-4d97-b5b2-f4de56760b05,05:08.10,05:08.10
6678102656466048891,6964511666749007491,122000024,6168284544119558450,1000,2025-12-05T12:08:10.665,Ability_API@dxlg.com,2025-12-05T12:08:10.665,3,902345,dxlg-us,Ability_API@dxlg.com,EA,28256e84-6112-4395-ad10-5dfb8da9b45b,9ea6482b-d179-413c-8d48-a0bf842604b7,05:08.10,05:08.10
6394844658103816265,6900382730162741922,122000025,6608546324751826274,3000,2025-12-05T12:08:10.666,Ability_API@dxlg.com,2025-12-05T12:08:10.666,2,901234,dxlg-us,Ability_API@dxlg.com,EA,284225f0-55c0-4884-b328-330433288d8e,d5647798-87f5-48ff-a8b3-bdc5fd37f4a8,05:08.10,05:08.10
6975723286069773212,6313177457649685109,122000026,6532033437043134034,3000,2025-12-05T12:08:10.666,Ability_API@dxlg.com,2025-12-05T12:08:10.666,3,1222647,dxlg-us,Ability_API@dxlg.com,EA,61205209-b1f0-4f36-9ad8-52d0b91214f7,e777dbbb-bf68-4ad1-a508-f07a83d21b39,05:08.10,05:08.10
6980854973215669363,6689417356341127253,122000026,6724568894968186504,3600,2025-12-05T12:08:10.666,Ability_API@dxlg.com,2025-12-05T12:08:10.666,2,901234,dxlg-us,Ability_API@dxlg.com,EA,c9dd62d3-049b-451c-a13c-97bfd944c5ba,a79118bf-97a8-49c4-ae46-5a599530006f,05:08.10,05:08.10
6437557847078915904,6284575381797575869,122000027,6003711391331332158,3600,2025-12-05T12:08:10.666,Ability_API@dxlg.com,2025-12-05T12:08:10.666,1,901234,dxlg-us,Ability_API@dxlg.com,EA,f9ad69b1-8e39-4b33-be2c-b3109a9c4054,026cb222-861e-40cc-bf0b-2858bd97dc10,05:08.10,05:08.10
6335177523612237323,6532677424976976857,122000027,6935070764420258192,3000,2025-12-05T12:08:10.666,Ability_API@dxlg.com,2025-12-05T12:08:10.666,3,775376,dxlg-us,Ability_API@dxlg.com,EA,5b18edd8-316b-47ea-a4d9-ad9151e91595,ac4b7412-428d-4224-bb03-8fd7b244b437,05:08.10,05:08.10
6308041272668999292,6063859196614243000,122000027,6635508793657886131,2000,2025-12-05T12:08:10.666,Ability_API@dxlg.com,2025-12-05T12:08:10.666,3,800456,dxlg-us,Ability_API@dxlg.com,EA,1beb87c8-7140-4d79-aeff-7049cf17aa7c,77b37246-0b34-4271-9f6b-ed9d00ef5c83,05:08.10,05:08.10
6405258364442542423,6034158380447354231,122000028,6485213017896541015,3000,2025-12-05T12:08:10.666,Ability_API@dxlg.com,2025-12-05T12:08:10.666,3,800123,dxlg-us,Ability_API@dxlg.com,EA,903aae88-8747-41ca-add7-e465a48bddfe,6098edea-09e0-4a4e-b619-540eb748b5ea,05:08.10,05:08.10
6802233213111988601,6136511438261010205,122000028,6709787999416354830,3600,2025-12-05T12:08:10.666,Ability_API@dxlg.com,2025-12-05T12:08:10.666,2,800123,dxlg-us,Ability_API@dxlg.com,EA,e7f173dd-8bbc-4578-b29f-b189c4ccce8b,91c1e507-ae9b-4082-b266-580ccfa47e83,05:08.10,05:08.10
6355638424294354918,6894109069641474427,122000029,6907387660645057090,2000,2025-12-05T12:08:10.666,Ability_API@dxlg.com,2025-12-05T12:08:10.666,3,901234,dxlg-us,Ability_API@dxlg.com,EA,5e103880-1a68-42b5-8c62-e642e27fc592,fd9e95dc-c056-498f-ae30-2b237e962c4d,05:08.10,05:08.10
6066260140565843893,6942028540431527052,122000029,6673924077975402089,3600,2025-12-05T12:08:10.666,Ability_API@dxlg.com,2025-12-05T12:08:10.666,2,676596,dxlg-us,Ability_API@dxlg.com,EA,71fcb083-ea7f-4822-b2ab-627d6b26ed4e,d4ca9149-e49d-4418-b668-6e780c829842,05:08.10,05:08.10
6826555872198003408,6785480662254947498,122000030,6459749856120542572,1000,2025-12-05T12:08:10.666,Ability_API@dxlg.com,2025-12-05T12:08:10.666,1,1222647,dxlg-us,Ability_API@dxlg.com,EA,d165b1f0-e007-46e3-acf2-33fdfdfa88ae,9cb70f58-0aba-4d14-8b5d-72529909ff99,05:08.10,05:08.10
6060483604801808937,6857478356652869312,122000030,6132935502152464057,1000,2025-12-05T12:08:10.666,Ability_API@dxlg.com,2025-12-05T12:08:10.666,1,775376,dxlg-us,Ability_API@dxlg.com,EA,9d9a59d8-f19b-4c04-93a4-27e37dd96453,99b8dfe1-a5aa-4ef0-95dd-c709020b8ff3,05:08.10,05:08.10
6610888867539753790,6565271290716475445,122000031,6985809572059306524,2000,2025-12-05T12:08:10.666,Ability_API@dxlg.com,2025-12-05T12:08:10.666,3,800123,dxlg-us,Ability_API@dxlg.com,EA,1920cd1d-2c51-40b6-a8bc-92e0b0876898,bf577ba7-3a9b-44e4-90b7-7bb1b6436703,05:08.10,05:08.10
6684821804509345651,6790665021737388639,122000031,6737089733783135913,3600,2025-12-05T12:08:10.667,Ability_API@dxlg.com,2025-12-05T12:08:10.667,2,775376,dxlg-us,Ability_API@dxlg.com,EA,5116106c-dcf6-4332-934f-ce2851e0d553,53683726-7cff-4bc0-a446-bd66884f1608,05:08.10,05:08.10
6456780155389476212,6899143336772485503,122000032,6285452701546093541,3600,2025-12-05T12:08:10.667,Ability_API@dxlg.com,2025-12-05T12:08:10.667,3,1009608,dxlg-us,Ability_API@dxlg.com,EA,ce72ef7f-d1dc-418c-aa8e-e247f4f150c8,02d02c8e-6f36-4d00-bbe3-c83783616850,05:08.10,05:08.10
6448174790611031535,6837573722687070741,122000032,6365926064297043290,3600,2025-12-05T12:08:10.667,Ability_API@dxlg.com,2025-12-05T12:08:10.667,3,775376,dxlg-us,Ability_API@dxlg.com,EA,2eeadd75-1544-4f9c-b942-4f479d6a15f4,751e8696-f24f-40a1-ab7d-4183958e0776,05:08.10,05:08.10
6043925757010563121,6239680784025805259,122000032,6573408666944627905,3000,2025-12-05T12:08:10.667,Ability_API@dxlg.com,2025-12-05T12:08:10.667,2,676596,dxlg-us,Ability_API@dxlg.com,EA,f8eba68f-2d6e-43cc-a540-ba00bd9f9293,643f5058-ec11-4a93-a899-9abf21c8ea30,05:08.10,05:08.10
6640387980067801231,6194521472014876312,122000033,6391472577735219245,3000,2025-12-05T12:08:10.667,Ability_API@dxlg.com,2025-12-05T12:08:10.667,1,1009608,dxlg-us,Ability_API@dxlg.com,EA,9c82b6d3-7a8c-4e23-84ed-8a44495fc488,ee95f193-3659-4fd8-84c9-a5522614b161,05:08.10,05:08.10
6107805699312430206,6893228651765882333,122000033,6127905117678757234,3600,2025-12-05T12:08:10.667,Ability_API@dxlg.com,2025-12-05T12:08:10.667,1,1222483,dxlg-us,Ability_API@dxlg.com,EA,21cc9884-2612-400c-a561-6f89b3cabbfb,5ce99520-da64-4148-b3ed-a8096389b6f3,05:08.10,05:08.10
6178039864346001468,6619904287867609180,122000033,6686026154646728853,2000,2025-12-05T12:08:10.667,Ability_API@dxlg.com,2025-12-05T12:08:10.667,1,676596,dxlg-us,Ability_API@dxlg.com,EA,b5351856-1c4d-41a1-b432-7a8ed2f0c522,6a150ad7-a0e8-419e-a124-f090eb99616b,05:08.10,05:08.10
6163390354413484978,6249537099167213873,122000033,6910826156757338771,3600,2025-12-05T12:08:10.667,Ability_API@dxlg.com,2025-12-05T12:08:10.667,3,1222483,dxlg-us,Ability_API@dxlg.com,EA,8da2abf6-1843-4a90-af0b-1db9d64e550d,7b4b2a62-4f02-4fb7-ba10-c74ed6d0e093,05:08.10,05:08.10
6394868711537253928,6046542378359630827,122000034,6853469832101680030,3600,2025-12-05T12:08:10.667,Ability_API@dxlg.com,2025-12-05T12:08:10.667,1,900789,dxlg-us,Ability_API@dxlg.com,EA,ad36b5c7-402b-446d-9bdf-142e3593b54b,485dcc0a-397a-4ecc-8264-853841ac5c2b,05:08.10,05:08.10
6907396206225135037,6997082557803955100,122000035,6269498386927430765,3600,2025-12-05T12:08:10.667,Ability_API@dxlg.com,2025-12-05T12:08:10.667,2,901234,dxlg-us,Ability_API@dxlg.com,EA,99455844-db47-4f15-8d90-c7da54704848,c7719220-2425-47f4-a38e-0ca0822f50f5,05:08.10,05:08.10
