scan_id,measurement_name,measurement_value,landmark_name,landmark_coordinates_x,landmark_coordinates_y,landmark_coordinates_z,process_date,load_filename,load_timestamp,version,function_type,year,month
25b2e41c-5dc8-4b0f-a55f-444885dde512,HipWidestBack_circumference,51.81,HipWidestBack,36.45175139,930.99072256,-97.62920423,14-07-2025,scanId-25b2e41c-5dc8-4b0f-a55f-444885dde512-core-measures-version-2.4.8_13_07_2025.json,18:14.2,2.4.8,contours,2025,7
fda7f96d-32a0-40bb-9b0c-b392b60e20bb,ChestFront_circumference,50.86,ChestFront,49.47675574,1651.77686348,-83.1631217,12-06-2024,scanId-fda7f96d-32a0-40bb-9b0c-b392b60e20bb-core-measures-version-2.4.8_11_06_2024.json,40:23.3,2.4.8,contours,2024,6
fda7f96d-32a0-40bb-9b0c-b392b60e20bb,ShoulderRight_circumference,97.38,ShoulderRight,26.28011694,930.83350912,173.26193679,12-06-2024,scanId-fda7f96d-32a0-40bb-9b0c-b392b60e20bb-core-measures-version-2.4.8_11_06_2024.json,40:23.3,2.4.8,measurements,2024,6
fda7f96d-32a0-40bb-9b0c-b392b60e20bb,WaistBack_circumference,65.28,WaistBack,26.10800466,1781.95615468,148.35536799,12-06-2024,scanId-fda7f96d-32a0-40bb-9b0c-b392b60e20bb-core-measures-version-2.4.8_11_06_2024.json,40:23.3,2.4.8,landmarks,2024,6
fda7f96d-32a0-40bb-9b0c-b392b60e20bb,WaistFront_circumference,110.87,WaistFront,41.84233811,660.38268273,-193.92563118,12-06-2024,scanId-fda7f96d-32a0-40bb-9b0c-b392b60e20bb-core-measures-version-2.4.8_11_06_2024.json,40:23.3,2.4.8,measurements,2024,6
fda7f96d-32a0-40bb-9b0c-b392b60e20bb,CrotchPoint_circumference,50.24,CrotchPoint,0.60663656,1098.52025586,-75.76292261,12-06-2024,scanId-fda7f96d-32a0-40bb-9b0c-b392b60e20bb-core-measures-version-2.4.8_11_06_2024.json,40:23.3,2.4.8,measurements,2024,6
fda7f96d-32a0-40bb-9b0c-b392b60e20bb,WaistFront_circumference,38.01,WaistFront,6.542434,1474.8512469,-160.2396429,12-06-2024,scanId-fda7f96d-32a0-40bb-9b0c-b392b60e20bb-core-measures-version-2.4.8_11_06_2024.json,40:23.3,2.4.8,contours,2024,6
16921890-29cf-4fe6-89d5-280fa76b6e37,CrotchPoint_circumference,41.3,CrotchPoint,-11.51471008,1203.76110593,-167.25189036,12-07-2024,scanId-16921890-29cf-4fe6-89d5-280fa76b6e37-core-measures-version-2.4.8_11_07_2024.json,18:35.7,2.4.8,landmarks,2024,7
16921890-29cf-4fe6-89d5-280fa76b6e37,HeadCircumRight_circumference,50.4,HeadCircumRight,-19.20529405,1646.96627461,-56.39541085,12-07-2024,scanId-16921890-29cf-4fe6-89d5-280fa76b6e37-core-measures-version-2.4.8_11_07_2024.json,18:35.7,2.4.8,measurements,2024,7
16921890-29cf-4fe6-89d5-280fa76b6e37,ChestFront_circumference,93.57,ChestFront,-8.39003739,730.55940025,199.7502483,12-07-2024,scanId-16921890-29cf-4fe6-89d5-280fa76b6e37-core-measures-version-2.4.8_11_07_2024.json,18:35.7,2.4.8,contours,2024,7
16921890-29cf-4fe6-89d5-280fa76b6e37,WaistFront_circumference,34.27,WaistFront,-15.40506793,1773.66823269,-100.25652013,12-07-2024,scanId-16921890-29cf-4fe6-89d5-280fa76b6e37-core-measures-version-2.4.8_11_07_2024.json,18:35.7,2.4.8,landmarks,2024,7
16921890-29cf-4fe6-89d5-280fa76b6e37,ShoulderRight_circumference,48.71,ShoulderRight,13.74332061,928.58082647,104.024147,12-07-2024,scanId-16921890-29cf-4fe6-89d5-280fa76b6e37-core-measures-version-2.4.8_11_07_2024.json,18:35.7,2.4.8,measurements,2024,7
16921890-29cf-4fe6-89d5-280fa76b6e37,WaistFront_circumference,70.85,WaistFront,-38.83109549,639.09063374,181.29581092,12-07-2024,scanId-16921890-29cf-4fe6-89d5-280fa76b6e37-core-measures-version-2.4.8_11_07_2024.json,18:35.7,2.4.8,landmarks,2024,7
f2aceae3-bb3d-4171-a3af-be87746bcff6,HipWidestBack_circumference,113.11,HipWidestBack,-33.07823397,694.17069543,-9.38341539,25-05-2025,scanId-f2aceae3-bb3d-4171-a3af-be87746bcff6-core-measures-version-2.4.8_24_05_2025.json,17:52.4,2.4.8,landmarks,2025,5
f2aceae3-bb3d-4171-a3af-be87746bcff6,CrotchPoint_circumference,106.12,CrotchPoint,-11.58850591,1480.12022328,-113.50401073,25-05-2025,scanId-f2aceae3-bb3d-4171-a3af-be87746bcff6-core-measures-version-2.4.8_24_05_2025.json,17:52.4,2.4.8,landmarks,2025,5
f2aceae3-bb3d-4171-a3af-be87746bcff6,NeckBase_circumference,58.27,NeckBase,-35.79657585,1717.6985239,7.35107046,25-05-2025,scanId-f2aceae3-bb3d-4171-a3af-be87746bcff6-core-measures-version-2.4.8_24_05_2025.json,17:52.4,2.4.8,contours,2025,5
f2aceae3-bb3d-4171-a3af-be87746bcff6,WaistFront_circumference,101.62,WaistFront,-13.16536302,1209.13149452,-139.81113003,25-05-2025,scanId-f2aceae3-bb3d-4171-a3af-be87746bcff6-core-measures-version-2.4.8_24_05_2025.json,17:52.4,2.4.8,measurements,2025,5
f2aceae3-bb3d-4171-a3af-be87746bcff6,ChestFront_circumference,57.54,ChestFront,-46.37533726,1760.17577143,139.0668581,25-05-2025,scanId-f2aceae3-bb3d-4171-a3af-be87746bcff6-core-measures-version-2.4.8_24_05_2025.json,17:52.4,2.4.8,landmarks,2025,5
f2aceae3-bb3d-4171-a3af-be87746bcff6,WaistFront_circumference,66.5,WaistFront,-29.14644924,590.2596662,18.32868463,25-05-2025,scanId-f2aceae3-bb3d-4171-a3af-be87746bcff6-core-measures-version-2.4.8_24_05_2025.json,17:52.4,2.4.8,measurements,2025,5
f2aceae3-bb3d-4171-a3af-be87746bcff6,WaistFront_circumference,64.22,WaistFront,-6.05151721,1202.48831787,-100.17188562,25-05-2025,scanId-f2aceae3-bb3d-4171-a3af-be87746bcff6-core-measures-version-2.4.8_24_05_2025.json,17:52.4,2.4.8,landmarks,2025,5
f2aceae3-bb3d-4171-a3af-be87746bcff6,ChestBack_circumference,49.37,ChestBack,-47.53473588,1452.90645865,144.75748895,25-05-2025,scanId-f2aceae3-bb3d-4171-a3af-be87746bcff6-core-measures-version-2.4.8_24_05_2025.json,17:52.4,2.4.8,contours,2025,5
f2aceae3-bb3d-4171-a3af-be87746bcff6,ChestBack_circumference,81.97,ChestBack,46.4173745,1147.6489824,85.58650556,25-05-2025,scanId-f2aceae3-bb3d-4171-a3af-be87746bcff6-core-measures-version-2.4.8_24_05_2025.json,17:52.4,2.4.8,measurements,2025,5
121ab81f-fd63-4a77-91e5-1d85d209a16b,WaistBack_circumference,31.0,WaistBack,18.68141981,1139.81616998,-131.06379007,11-10-2024,scanId-121ab81f-fd63-4a77-91e5-1d85d209a16b-core-measures-version-2.4.8_10_10_2024.json,19:19.2,2.4.8,landmarks,2024,10
121ab81f-fd63-4a77-91e5-1d85d209a16b,WaistBack_circumference,59.53,WaistBack,-38.73003472,740.35382792,-170.21501719,11-10-2024,scanId-121ab81f-fd63-4a77-91e5-1d85d209a16b-core-measures-version-2.4.8_10_10_2024.json,19:19.2,2.4.8,measurements,2024,10
121ab81f-fd63-4a77-91e5-1d85d209a16b,ChestFront_circumference,98.4,ChestFront,47.27726365,1562.13944257,99.40989427,11-10-2024,scanId-121ab81f-fd63-4a77-91e5-1d85d209a16b-core-measures-version-2.4.8_10_10_2024.json,19:19.2,2.4.8,landmarks,2024,10
121ab81f-fd63-4a77-91e5-1d85d209a16b,ShoulderRight_circumference,44.74,ShoulderRight,44.77984134,776.59984345,157.02329662,11-10-2024,scanId-121ab81f-fd63-4a77-91e5-1d85d209a16b-core-measures-version-2.4.8_10_10_2024.json,19:19.2,2.4.8,landmarks,2024,10
121ab81f-fd63-4a77-91e5-1d85d209a16b,ChestBack_circumference,43.15,ChestBack,-20.81083238,1108.5901288,-51.81787045,11-10-2024,scanId-121ab81f-fd63-4a77-91e5-1d85d209a16b-core-measures-version-2.4.8_10_10_2024.json,19:19.2,2.4.8,measurements,2024,10
121ab81f-fd63-4a77-91e5-1d85d209a16b,HeadCircumRight_circumference,69.2,HeadCircumRight,-35.40397995,1446.37560233,-151.86121984,11-10-2024,scanId-121ab81f-fd63-4a77-91e5-1d85d209a16b-core-measures-version-2.4.8_10_10_2024.json,19:19.2,2.4.8,landmarks,2024,10
121ab81f-fd63-4a77-91e5-1d85d209a16b,ShoulderRight_circumference,46.88,ShoulderRight,26.88006904,1780.8870936,162.71018803,11-10-2024,scanId-121ab81f-fd63-4a77-91e5-1d85d209a16b-core-measures-version-2.4.8_10_10_2024.json,19:19.2,2.4.8,measurements,2024,10
121ab81f-fd63-4a77-91e5-1d85d209a16b,ChestBack_circumference,71.9,ChestBack,-41.54495371,1723.33872732,-12.9529613,11-10-2024,scanId-121ab81f-fd63-4a77-91e5-1d85d209a16b-core-measures-version-2.4.8_10_10_2024.json,19:19.2,2.4.8,contours,2024,10
121ab81f-fd63-4a77-91e5-1d85d209a16b,NeckBase_circumference,38.12,NeckBase,34.43966799,925.8256743,-4.44822006,11-10-2024,scanId-121ab81f-fd63-4a77-91e5-1d85d209a16b-core-measures-version-2.4.8_10_10_2024.json,19:19.2,2.4.8,landmarks,2024,10
121ab81f-fd63-4a77-91e5-1d85d209a16b,ShoulderRight_circumference,41.46,ShoulderRight,-38.28074709,1643.84160147,-121.98822654,11-10-2024,scanId-121ab81f-fd63-4a77-91e5-1d85d209a16b-core-measures-version-2.4.8_10_10_2024.json,19:19.2,2.4.8,contours,2024,10
3dceca98-bea5-4a29-bb6d-f66183d96878,WaistFront_circumference,33.12,WaistFront,5.28433462,1461.1989871,-72.77650799,13-10-2025,scanId-3dceca98-bea5-4a29-bb6d-f66183d96878-core-measures-version-2.4.8_12_10_2025.json,26:10.7,2.4.8,contours,2025,10
3dceca98-bea5-4a29-bb6d-f66183d96878,ChestBack_circumference,108.19,ChestBack,-13.902957,1562.29438779,136.83526928,13-10-2025,scanId-3dceca98-bea5-4a29-bb6d-f66183d96878-core-measures-version-2.4.8_12_10_2025.json,26:10.7,2.4.8,contours,2025,10
3dceca98-bea5-4a29-bb6d-f66183d96878,ShoulderLeft_circumference,68.58,ShoulderLeft,-39.81494414,1089.34975219,139.62436959,13-10-2025,scanId-3dceca98-bea5-4a29-bb6d-f66183d96878-core-measures-version-2.4.8_12_10_2025.json,26:10.7,2.4.8,measurements,2025,10
3dceca98-bea5-4a29-bb6d-f66183d96878,CrotchPoint_circumference,115.63,CrotchPoint,28.40179484,697.60527804,-196.79218933,13-10-2025,scanId-3dceca98-bea5-4a29-bb6d-f66183d96878-core-measures-version-2.4.8_12_10_2025.json,26:10.7,2.4.8,landmarks,2025,10
3dceca98-bea5-4a29-bb6d-f66183d96878,WaistFront_circumference,111.78,WaistFront,-33.40843959,1575.11823617,144.50252573,13-10-2025,scanId-3dceca98-bea5-4a29-bb6d-f66183d96878-core-measures-version-2.4.8_12_10_2025.json,26:10.7,2.4.8,landmarks,2025,10
3dceca98-bea5-4a29-bb6d-f66183d96878,WaistBack_circumference,68.89,WaistBack,0.24377111,879.21681426,-157.38021456,13-10-2025,scanId-3dceca98-bea5-4a29-bb6d-f66183d96878-core-measures-version-2.4.8_12_10_2025.json,26:10.7,2.4.8,landmarks,2025,10
3dceca98-bea5-4a29-bb6d-f66183d96878,ShoulderLeft_circumference,115.62,ShoulderLeft,33.7723815,531.94974293,-64.48219451,13-10-2025,scanId-3dceca98-bea5-4a29-bb6d-f66183d96878-core-measures-version-2.4.8_12_10_2025.json,26:10.7,2.4.8,landmarks,2025,10
723ea268-e462-44c8-9a37-1c49e047bddd,WaistBack_circumference,30.43,WaistBack,20.73575124,742.90164357,-144.98428612,22-10-2024,scanId-723ea268-e462-44c8-9a37-1c49e047bddd-core-measures-version-2.4.8_21_10_2024.json,32:29.4,2.4.8,landmarks,2024,10
723ea268-e462-44c8-9a37-1c49e047bddd,NeckBase_circumference,67.83,NeckBase,48.59868393,782.08091814,-192.7889024,22-10-2024,scanId-723ea268-e462-44c8-9a37-1c49e047bddd-core-measures-version-2.4.8_21_10_2024.json,32:29.4,2.4.8,landmarks,2024,10
723ea268-e462-44c8-9a37-1c49e047bddd,ShoulderRight_circumference,87.06,ShoulderRight,9.63638819,1147.82470903,7.04789018,22-10-2024,scanId-723ea268-e462-44c8-9a37-1c49e047bddd-core-measures-version-2.4.8_21_10_2024.json,32:29.4,2.4.8,measurements,2024,10
723ea268-e462-44c8-9a37-1c49e047bddd,ShoulderRight_circumference,66.23,ShoulderRight,-32.34767832,1577.064183,77.9760933,22-10-2024,scanId-723ea268-e462-44c8-9a37-1c49e047bddd-core-measures-version-2.4.8_21_10_2024.json,32:29.4,2.4.8,landmarks,2024,10
723ea268-e462-44c8-9a37-1c49e047bddd,NeckBase_circumference,33.78,NeckBase,-12.13867167,1047.67348508,74.47224035,22-10-2024,scanId-723ea268-e462-44c8-9a37-1c49e047bddd-core-measures-version-2.4.8_21_10_2024.json,32:29.4,2.4.8,contours,2024,10
723ea268-e462-44c8-9a37-1c49e047bddd,HipWidestBack_circumference,81.81,HipWidestBack,20.26114801,998.27124313,-118.5855992,22-10-2024,scanId-723ea268-e462-44c8-9a37-1c49e047bddd-core-measures-version-2.4.8_21_10_2024.json,32:29.4,2.4.8,contours,2024,10
723ea268-e462-44c8-9a37-1c49e047bddd,ChestBack_circumference,98.04,ChestBack,20.03750486,1188.35740793,79.07167769,22-10-2024,scanId-723ea268-e462-44c8-9a37-1c49e047bddd-core-measures-version-2.4.8_21_10_2024.json,32:29.4,2.4.8,contours,2024,10
723ea268-e462-44c8-9a37-1c49e047bddd,ShoulderLeft_circumference,114.22,ShoulderLeft,24.75509255,1434.21933815,-134.47764872,22-10-2024,scanId-723ea268-e462-44c8-9a37-1c49e047bddd-core-measures-version-2.4.8_21_10_2024.json,32:29.4,2.4.8,contours,2024,10
723ea268-e462-44c8-9a37-1c49e047bddd,CrotchPoint_circumference,66.61,CrotchPoint,-19.79292638,652.18981091,75.1851332,22-10-2024,scanId-723ea268-e462-44c8-9a37-1c49e047bddd-core-measures-version-2.4.8_21_10_2024.json,32:29.4,2.4.8,contours,2024,10
d203827c-fe04-40c6-91fe-e08a28592c32,HeadCircumRight_circumference,50.95,HeadCircumRight,-46.58574447,579.24126014,132.48394223,19-01-2024,scanId-d203827c-fe04-40c6-91fe-e08a28592c32-core-measures-version-2.4.8_18_01_2024.json,43:26.2,2.4.8,contours,2024,1
d203827c-fe04-40c6-91fe-e08a28592c32,ChestFront_circumference,83.61,ChestFront,-45.06750819,502.22412729,-23.96492707,19-01-2024,scanId-d203827c-fe04-40c6-91fe-e08a28592c32-core-measures-version-2.4.8_18_01_2024.json,43:26.2,2.4.8,measurements,2024,1
d203827c-fe04-40c6-91fe-e08a28592c32,HeadCircumRight_circumference,55.59,HeadCircumRight,-25.40356506,540.1220516,165.56083377,19-01-2024,scanId-d203827c-fe04-40c6-91fe-e08a28592c32-core-measures-version-2.4.8_18_01_2024.json,43:26.2,2.4.8,landmarks,2024,1
d203827c-fe04-40c6-91fe-e08a28592c32,CrotchPoint_circumference,80.44,CrotchPoint,-11.74684387,1584.51567645,-128.79644288,19-01-2024,scanId-d203827c-fe04-40c6-91fe-e08a28592c32-core-measures-version-2.4.8_18_01_2024.json,43:26.2,2.4.8,measurements,2024,1
d203827c-fe04-40c6-91fe-e08a28592c32,ShoulderRight_circumference,84.84,ShoulderRight,-44.35861605,542.06759637,124.31768561,19-01-2024,scanId-d203827c-fe04-40c6-91fe-e08a28592c32-core-measures-version-2.4.8_18_01_2024.json,43:26.2,2.4.8,contours,2024,1
d203827c-fe04-40c6-91fe-e08a28592c32,WaistBack_circumference,79.74,WaistBack,35.50124122,897.52015759,93.28985535,19-01-2024,scanId-d203827c-fe04-40c6-91fe-e08a28592c32-core-measures-version-2.4.8_18_01_2024.json,43:26.2,2.4.8,contours,2024,1
d203827c-fe04-40c6-91fe-e08a28592c32,HipWidestBack_circumference,41.28,HipWidestBack,-2.72856489,1324.60057109,164.08067092,19-01-2024,scanId-d203827c-fe04-40c6-91fe-e08a28592c32-core-measures-version-2.4.8_18_01_2024.json,43:26.2,2.4.8,measurements,2024,1
d203827c-fe04-40c6-91fe-e08a28592c32,ShoulderLeft_circumference,63.42,ShoulderLeft,20.48614222,1560.61110908,-21.47850122,19-01-2024,scanId-d203827c-fe04-40c6-91fe-e08a28592c32-core-measures-version-2.4.8_18_01_2024.json,43:26.2,2.4.8,measurements,2024,1
d203827c-fe04-40c6-91fe-e08a28592c32,ShoulderRight_circumference,51.31,ShoulderRight,-16.53847792,1477.66792186,187.4777981,19-01-2024,scanId-d203827c-fe04-40c6-91fe-e08a28592c32-core-measures-version-2.4.8_18_01_2024.json,43:26.2,2.4.8,measurements,2024,1
02568f50-f70e-404c-bad9-a5a9d118b369,HeadCircumRight_circumference,87.01,HeadCircumRight,37.14008069,529.09599382,-191.99322699,08-09-2024,scanId-02568f50-f70e-404c-bad9-a5a9d118b369-core-measures-version-2.4.8_07_09_2024.json,31:10.8,2.4.8,contours,2024,9
02568f50-f70e-404c-bad9-a5a9d118b369,HipWidestBack_circumference,35.15,HipWidestBack,-22.56408348,1145.36750856,-119.90025487,08-09-2024,scanId-02568f50-f70e-404c-bad9-a5a9d118b369-core-measures-version-2.4.8_07_09_2024.json,31:10.8,2.4.8,measurements,2024,9
02568f50-f70e-404c-bad9-a5a9d118b369,ShoulderLeft_circumference,113.49,ShoulderLeft,9.50012142,1224.84726975,-65.41931148,08-09-2024,scanId-02568f50-f70e-404c-bad9-a5a9d118b369-core-measures-version-2.4.8_07_09_2024.json,31:10.8,2.4.8,contours,2024,9
02568f50-f70e-404c-bad9-a5a9d118b369,HeadCircumRight_circumference,93.29,HeadCircumRight,-9.4354019,860.8323945,-84.66005553,08-09-2024,scanId-02568f50-f70e-404c-bad9-a5a9d118b369-core-measures-version-2.4.8_07_09_2024.json,31:10.8,2.4.8,landmarks,2024,9
02568f50-f70e-404c-bad9-a5a9d118b369,HipWidestBack_circumference,47.2,HipWidestBack,21.24228584,1269.60061869,-97.66044209,08-09-2024,scanId-02568f50-f70e-404c-bad9-a5a9d118b369-core-measures-version-2.4.8_07_09_2024.json,31:10.8,2.4.8,contours,2024,9
02568f50-f70e-404c-bad9-a5a9d118b369,HeadCircumRight_circumference,108.28,HeadCircumRight,-15.42385594,1792.87428897,29.52466821,08-09-2024,scanId-02568f50-f70e-404c-bad9-a5a9d118b369-core-measures-version-2.4.8_07_09_2024.json,31:10.8,2.4.8,contours,2024,9
02568f50-f70e-404c-bad9-a5a9d118b369,HipWidestBack_circumference,80.47,HipWidestBack,-2.74870106,796.46633543,-83.85811626,08-09-2024,scanId-02568f50-f70e-404c-bad9-a5a9d118b369-core-measures-version-2.4.8_07_09_2024.json,31:10.8,2.4.8,measurements,2024,9
d9aac055-59c2-4bda-bdb1-7b10d959cd5c,HeadCircumRight_circumference,54.89,HeadCircumRight,10.33837204,1750.47925178,-165.19361962,24-08-2025,scanId-d9aac055-59c2-4bda-bdb1-7b10d959cd5c-core-measures-version-2.4.8_23_08_2025.json,32:40.4,2.4.8,contours,2025,8
d9aac055-59c2-4bda-bdb1-7b10d959cd5c,ChestFront_circumference,30.09,ChestFront,20.60333522,1468.40351246,-49.58030466,24-08-2025,scanId-d9aac055-59c2-4bda-bdb1-7b10d959cd5c-core-measures-version-2.4.8_23_08_2025.json,32:40.4,2.4.8,contours,2025,8
d9aac055-59c2-4bda-bdb1-7b10d959cd5c,CrotchPoint_circumference,118.36,CrotchPoint,36.02708475,1755.40732601,50.89012275,24-08-2025,scanId-d9aac055-59c2-4bda-bdb1-7b10d959cd5c-core-measures-version-2.4.8_23_08_2025.json,32:40.4,2.4.8,contours,2025,8
d9aac055-59c2-4bda-bdb1-7b10d959cd5c,ChestBack_circumference,63.85,ChestBack,21.6879543,1104.71566191,19.9260672,24-08-2025,scanId-d9aac055-59c2-4bda-bdb1-7b10d959cd5c-core-measures-version-2.4.8_23_08_2025.json,32:40.4,2.4.8,landmarks,2025,8
d9aac055-59c2-4bda-bdb1-7b10d959cd5c,ShoulderLeft_circumference,82.99,ShoulderLeft,-30.67515215,1612.17815176,181.89294189,24-08-2025,scanId-d9aac055-59c2-4bda-bdb1-7b10d959cd5c-core-measures-version-2.4.8_23_08_2025.json,32:40.4,2.4.8,contours,2025,8
d9aac055-59c2-4bda-bdb1-7b10d959cd5c,CrotchPoint_circumference,116.96,CrotchPoint,-10.59303379,936.94368298,-100.27482175,24-08-2025,scanId-d9aac055-59c2-4bda-bdb1-7b10d959cd5c-core-measures-version-2.4.8_23_08_2025.json,32:40.4,2.4.8,landmarks,2025,8
d9aac055-59c2-4bda-bdb1-7b10d959cd5c,WaistFront_circumference,42.4,WaistFront,24.95825546,666.56146241,-15.91927411,24-08-2025,scanId-d9aac055-59c2-4bda-bdb1-7b10d959cd5c-core-measures-version-2.4.8_23_08_2025.json,32:40.4,2.4.8,contours,2025,8
d9aac055-59c2-4bda-bdb1-7b10d959cd5c,ChestBack_circumference,77.79,ChestBack,-16.08879147,859.08177953,116.0781767,24-08-2025,scanId-d9aac055-59c2-4bda-bdb1-7b10d959cd5c-core-measures-version-2.4.8_23_08_2025.json,32:40.4,2.4.8,contours,2025,8
