reward_transaction_id,line_no,class_code,style_id,quantity,net_retail,markdown_percent,coupon_code,regular_points,bonus_points,net_retail_central,header_bonus_points,tender_bonus_points,return_flag,original_reward_tran_id,original_reward_line_no,returned_quantity,exchange_for_line_no
58478654,3,404315686,249928,2,172.93,15,NONE,172,0,172.93,0,0,0,NONE,NONE,0,NONE
58491293,1,369479200,789553,2,101.6,15,NONE,101,10,101.6,0,0,0,NONE,NONE,0,NONE
58482933,1,772427154,122570,1,170.48,25,LOYALTY,170,50,170.48,0,0,0,NONE,NONE,1,NONE
58482933,2,459681036,766077,1,145.73,25,SAVE10,145,20,145.73,0,0,0,86713794,NONE,0,NONE
58487001,1,905239792,848906,2,120.78,0,NONE,120,50,120.78,0,0,0,NONE,NONE,0,NONE
58482230,1,681997113,964267,2,78.43,25,NONE,78,0,78.43,0,0,0,NONE,NONE,0,NONE
58482230,2,807120275,632421,1,103.61,0,LOYALTY,103,20,103.61,0,0,0,NONE,NONE,0,NONE
58482230,3,404184910,141044,1,109.87,25,SAVE20,109,10,109.87,0,0,0,NONE,NONE,0,NONE
58487970,1,386613130,899558,1,156.88,20,NONE,156,10,156.88,0,0,0,NONE,NONE,0,NONE
58487970,2,576020651,226113,2,90.64,20,SAVE10,90,10,90.64,0,0,0,NONE,NONE,0,NONE
58481183,1,718088950,894896,1,73.37,10,SPRING25,73,20,73.37,0,0,0,NONE,NONE,0,NONE
58490009,1,203790522,304369,1,87.49,10,NONE,87,0,87.49,0,0,0,NONE,4,0,7
58490009,2,532158559,153011,1,80.32,25,SAVE20,80,0,80.32,0,0,0,NONE,NONE,1,NONE
58490009,3,992715313,619377,1,152.17,0,SAVE10,152,0,152.17,0,0,0,NONE,NONE,0,NONE
58491543,1,188152978,412361,1,98.68,25,LOYALTY,98,0,98.68,0,0,0,NONE,NONE,0,NONE
58491543,2,347083035,420950,2,164.34,25,NONE,164,10,164.34,0,0,0,NONE,NONE,0,NONE
58477210,1,405476244,982154,1,164.64,0,SAVE10,164,0,164.64,0,0,0,86893204,1,0,NONE
58477210,2,525112484,120195,1,71.38,20,NONE,71,20,71.38,0,0,0,NONE,NONE,0,NONE
58477210,3,209366499,411363,1,130.35,0,SAVE20,130,0,130.35,0,0,0,NONE,4,0,NONE
58488797,1,182093757,524200,2,198.41,25,SAVE20,198,0,198.41,0,0,0,NONE,NONE,0,NONE
58488797,2,118411169,641128,2,163.09,15,NONE,163,0,163.09,0,0,0,NONE,4,0,NONE
58488797,3,792288400,323682,1,183.51,0,SPRING25,183,50,183.51,0,0,0,NONE,NONE,0,NONE
58477448,1,128099703,673734,1,125.98,0,SPRING25,125,0,125.98,0,0,0,NONE,NONE,0,NONE
58477448,2,364281303,672593,2,177.17,10,WELCOME,177,20,177.17,0,0,0,NONE,NONE,0,NONE
58477448,3,780720086,974501,1,162.82,10,SAVE20,162,10,162.82,0,0,0,NONE,NONE,0,NONE
58481007,1,970279726,800192,1,153.9,10,SAVE20,153,20,153.9,0,0,0,NONE,NONE,0,NONE
58481007,2,344958160,832726,1,86.64,25,LOYALTY,86,50,86.64,0,0,0,NONE,NONE,1,NONE
58490463,1,278212281,598182,2,62.89,10,SPRING25,62,0,62.89,0,0,0,NONE,NONE,0,NONE
58490463,2,880370347,705931,1,138.88,25,SAVE10,138,10,138.88,0,0,0,NONE,NONE,0,NONE
58478434,1,168194832,378270,2,132.34,0,NONE,132,0,132.34,0,0,0,81227108,NONE,0,NONE
58478434,2,880038203,724167,2,75.36,10,SPRING25,75,0,75.36,0,0,0,NONE,NONE,0,NONE
58479945,1,286010444,808604,2,160.95,15,NONE,160,0,160.95,0,0,0,80242360,NONE,0,8
58491103,1,222870142,227026,1,194.05,15,NONE,194,50,194.05,0,0,0,NONE,2,0,NONE
58491103,2,561622993,936443,1,164.68,20,WELCOME,164,0,164.68,0,0,0,NONE,NONE,1,NONE
58491103,3,548368371,233328,1,57.38,10,NONE,57,50,57.38,0,0,0,NONE,NONE,1,NONE
58488421,1,173306159,301167,2,112.43,20,SAVE20,112,0,112.43,0,0,0,NONE,NONE,0,NONE
58488421,2,563505014,739772,2,103.89,20,NONE,103,20,103.89,0,0,0,NONE,4,0,NONE
58488421,3,591599296,975800,1,106.4,20,SAVE20,106,50,106.4,0,0,0,NONE,NONE,0,NONE
58480052,1,378376763,541080,1,83.38,15,SAVE20,83,20,83.38,0,0,0,NONE,NONE,0,NONE
58480052,2,732961243,225923,1,62.93,25,SAVE20,62,0,62.93,0,0,0,NONE,NONE,1,NONE
58488656,1,851036269,591884,2,181.35,20,SAVE10,181,0,181.35,0,0,0,81831316,5,0,NONE
58487642,1,751790019,763503,2,119.38,0,SAVE20,119,0,119.38,0,0,0,87535322,NONE,0,NONE
58491928,1,511331872,539704,1,154.19,20,SPRING25,154,0,154.19,0,0,0,NONE,NONE,1,8
58491485,1,222710332,352963,2,84.97,25,NONE,84,10,84.97,0,0,0,NONE,NONE,0,NONE
58491485,2,510342619,229211,2,158.35,10,WELCOME,158,0,158.35,0,0,0,NONE,NONE,0,NONE
58491485,3,385930995,880348,2,154.25,25,LOYALTY,154,50,154.25,0,0,0,NONE,NONE,1,NONE
58480085,1,410697272,177485,1,114.85,20,SAVE10,114,10,114.85,0,0,0,NONE,NONE,0,NONE
58480085,2,265311374,828865,1,135.54,15,NONE,135,10,135.54,0,0,0,87602962,NONE,0,NONE
58477312,1,961071440,746081,2,88.4,15,WELCOME,88,0,88.4,0,0,0,84403360,NONE,1,NONE
58477312,2,669971106,510379,1,131.14,25,SPRING25,131,0,131.14,0,0,0,NONE,NONE,0,NONE
58489207,1,365006470,273674,2,107.85,25,LOYALTY,107,0,107.85,0,0,0,NONE,NONE,0,NONE
58489207,2,775339356,961664,2,102.38,25,SPRING25,102,10,102.38,0,0,0,NONE,NONE,0,NONE
58489207,3,246511299,889057,1,70.46,10,NONE,70,50,70.46,0,0,0,NONE,NONE,0,NONE
58488499,1,477023013,891258,2,58.11,10,SPRING25,58,20,58.11,0,0,0,NONE,3,0,NONE
58488499,2,963692240,439757,2,189.32,10,SAVE10,189,10,189.32,0,0,0,87455877,NONE,0,NONE
58488499,3,714344085,370491,1,138.49,0,SPRING25,138,20,138.49,0,0,0,NONE,NONE,0,NONE
58484153,1,487067607,715376,2,124.38,10,WELCOME,124,50,124.38,0,0,0,NONE,NONE,0,NONE
58477993,1,910954386,555638,2,138.46,25,SAVE10,138,10,138.46,0,0,0,NONE,NONE,1,NONE
58477993,2,793733054,271564,1,130.4,25,WELCOME,130,20,130.4,0,0,0,NONE,NONE,0,NONE
58477993,3,420448871,206114,1,86.86,10,LOYALTY,86,20,86.86,0,0,0,NONE,NONE,0,NONE
58484278,1,343444210,317022,1,78.15,10,SPRING25,78,20,78.15,0,0,0,89309892,NONE,0,10
58484278,2,437090124,824495,1,181.15,10,SAVE10,181,0,181.15,0,0,0,83298570,NONE,0,NONE
58484278,3,131892969,751578,1,53.76,0,SAVE20,53,0,53.76,0,0,0,NONE,NONE,0,NONE
58480745,1,802319299,484780,2,141.99,10,SPRING25,141,50,141.99,0,0,0,NONE,NONE,0,8
58485429,1,122624635,458872,1,145.24,25,LOYALTY,145,0,145.24,0,0,0,84460029,NONE,1,NONE
58485429,2,300676832,980570,2,162.78,10,SAVE10,162,0,162.78,0,0,0,88268552,1,1,NONE
58485429,3,791323370,818074,2,147.54,25,NONE,147,20,147.54,0,0,0,NONE,NONE,0,NONE
58486539,1,868682627,229036,2,88.54,10,SAVE10,88,50,88.54,0,0,0,NONE,1,0,NONE
58486539,2,569938407,822422,1,124.78,0,SPRING25,124,50,124.78,0,0,0,NONE,NONE,0,NONE
58486539,3,998212042,152717,1,161.2,15,SAVE20,161,50,161.2,0,0,0,NONE,NONE,0,NONE
58488785,1,904736994,241410,2,163.99,10,WELCOME,163,10,163.99,0,0,0,NONE,NONE,0,NONE
58488785,2,966792100,710333,1,183.75,25,SAVE20,183,50,183.75,0,0,0,89305041,NONE,1,NONE
58484478,1,855871529,305033,2,118.25,15,NONE,118,50,118.25,0,0,0,NONE,NONE,0,NONE
58484478,2,951511076,376446,1,59.13,20,SAVE20,59,10,59.13,0,0,0,NONE,NONE,1,NONE
58487565,1,332619774,647004,2,187.9,0,NONE,187,0,187.9,0,0,0,NONE,NONE,0,NONE
58487576,1,322253424,253698,1,186.53,25,SAVE20,186,10,186.53,0,0,0,NONE,5,0,NONE
58487576,2,297826809,466213,2,180.69,0,SPRING25,180,10,180.69,0,0,0,NONE,NONE,0,NONE
58490570,1,388638229,337449,1,172.97,15,SAVE10,172,20,172.97,0,0,0,NONE,4,0,NONE
58490570,2,737382274,549720,2,193.28,15,SAVE20,193,0,193.28,0,0,0,84518098,5,0,NONE
58490570,3,806313435,663124,1,117.57,20,NONE,117,0,117.57,0,0,0,NONE,NONE,0,NONE
58484233,1,550471034,453229,2,139.22,25,NONE,139,0,139.22,0,0,0,NONE,NONE,1,NONE
58484233,2,167334345,558640,2,93.45,15,NONE,93,0,93.45,0,0,0,NONE,NONE,0,NONE
58480389,1,587604058,717764,2,86.92,25,LOYALTY,86,0,86.92,0,0,0,84621121,NONE,0,NONE
58480389,2,492953328,929094,1,50.09,0,WELCOME,50,50,50.09,0,0,0,NONE,NONE,0,NONE
58480389,3,679948138,556588,1,56.98,20,SAVE10,56,0,56.98,0,0,0,NONE,NONE,0,NONE
58482084,1,781783143,893250,1,104.31,10,WELCOME,104,50,104.31,0,0,0,NONE,NONE,0,NONE
58482084,2,717521176,666209,1,57.27,25,SAVE10,57,0,57.27,0,0,0,NONE,NONE,1,NONE
58482084,3,771088626,893915,1,142.38,20,SAVE20,142,0,142.38,0,0,0,NONE,1,0,NONE
58479275,1,509588753,125932,1,142.72,25,SAVE20,142,0,142.72,0,0,0,NONE,NONE,0,NONE
58479275,2,605173194,385623,1,115.87,20,NONE,115,0,115.87,0,0,0,NONE,NONE,0,NONE
58479277,1,687684463,620230,2,199.05,15,SAVE10,199,50,199.05,0,0,0,87649173,NONE,0,8
58491856,1,910581161,695426,1,198.88,20,SAVE10,198,0,198.88,0,0,0,NONE,NONE,0,NONE
58479920,1,897342332,904087,2,66.5,20,SPRING25,66,50,66.5,0,0,0,NONE,3,0,NONE
58479920,2,954820223,745631,2,101.58,0,NONE,101,10,101.58,0,0,0,NONE,4,0,NONE
58479920,3,222789559,274570,1,100.5,10,SAVE20,100,20,100.5,0,0,0,87199411,NONE,1,3
58481085,1,373546122,229607,2,159.52,20,SAVE10,159,50,159.52,0,0,0,NONE,NONE,0,NONE
58481085,2,920338343,178101,1,117.77,0,SAVE10,117,50,117.77,0,0,0,NONE,NONE,0,NONE
58481085,3,111637925,758062,1,71.09,0,SAVE20,71,50,71.09,0,0,0,85196630,5,0,NONE
58479821,1,204043916,436935,1,148.32,15,LOYALTY,148,20,148.32,0,0,0,NONE,NONE,0,NONE
58479821,2,480554580,569690,2,147.36,25,NONE,147,10,147.36,0,0,0,84205395,3,0,NONE
58479821,3,165268474,305813,1,177.53,10,LOYALTY,177,0,177.53,0,0,0,84614690,NONE,1,NONE
58480351,1,439335936,840901,2,50.68,25,NONE,50,10,50.68,0,0,0,NONE,NONE,0,NONE
58487104,1,299350038,852739,2,173.56,15,SAVE10,173,20,173.56,0,0,0,NONE,NONE,0,NONE
58487104,2,241819522,791102,2,111.33,20,NONE,111,50,111.33,0,0,0,NONE,NONE,1,NONE
58487104,3,444936815,786261,2,192.18,15,WELCOME,192,10,192.18,0,0,0,NONE,2,0,NONE
58479687,1,728639453,580828,2,53.39,25,SAVE20,53,0,53.39,0,0,0,NONE,3,0,7
58479687,2,262763101,552337,1,72.1,25,SAVE10,72,0,72.1,0,0,0,NONE,NONE,0,NONE
58481670,1,690106288,143883,2,88.44,10,WELCOME,88,10,88.44,0,0,0,NONE,3,0,NONE
58490344,1,968310462,536085,1,59.77,10,SAVE10,59,0,59.77,0,0,0,NONE,NONE,0,NONE
58490344,2,315476681,497644,2,60.41,20,SPRING25,60,20,60.41,0,0,0,NONE,4,1,NONE
58489533,1,421549820,224388,1,139.83,0,SAVE10,139,0,139.83,0,0,0,NONE,NONE,0,NONE
58488800,1,988388787,760009,2,89.2,15,SPRING25,89,0,89.2,0,0,0,NONE,NONE,0,NONE
58488800,2,730517959,376416,1,111.29,0,WELCOME,111,0,111.29,0,0,0,NONE,2,0,NONE
58488800,3,344311650,762654,1,143.21,20,SAVE10,143,10,143.21,0,0,0,NONE,NONE,0,9
58483722,1,155769763,416864,2,141.11,25,WELCOME,141,0,141.11,0,0,0,NONE,NONE,1,NONE
58483722,2,317111344,915113,1,148.87,0,SAVE10,148,0,148.87,0,0,0,81489958,NONE,1,NONE
58483722,3,337914281,906555,1,102.36,10,NONE,102,50,102.36,0,0,0,88132743,NONE,0,NONE
58491000,1,880384802,459984,1,75.2,25,NONE,75,10,75.2,0,0,0,NONE,NONE,1,NONE
58484420,1,118914982,194165,1,160.38,25,SAVE20,160,50,160.38,0,0,0,82604754,NONE,1,NONE
58480265,1,540094788,207228,1,187.26,0,SAVE20,187,0,187.26,0,0,0,NONE,NONE,1,NONE
58480265,2,431924781,428575,1,99.21,15,NONE,99,0,99.21,0,0,0,88088266,NONE,0,NONE
58480265,3,359603675,986204,2,81.73,0,NONE,81,0,81.73,0,0,0,NONE,5,1,NONE
58488813,1,829827811,319456,1,198.74,15,NONE,198,20,198.74,0,0,0,NONE,NONE,0,NONE
58488813,2,465422446,950756,1,56.14,25,SAVE20,56,20,56.14,0,0,0,81950270,NONE,1,NONE
58483187,1,246702031,120899,2,148.88,20,LOYALTY,148,10,148.88,0,0,0,NONE,NONE,0,NONE
58483187,2,406449133,675452,2,112.81,0,LOYALTY,112,0,112.81,0,0,0,NONE,NONE,0,NONE
58491690,1,185176462,919828,2,198.61,0,SPRING25,198,0,198.61,0,0,0,84257813,NONE,0,NONE
58491690,2,309582996,950346,1,168.61,20,SAVE10,168,0,168.61,0,0,0,NONE,NONE,0,NONE
58491690,3,847035680,839051,2,132.9,25,SAVE20,132,10,132.9,0,0,0,87934797,NONE,0,NONE
58479739,1,307603132,440703,1,147.95,15,NONE,147,0,147.95,0,0,0,NONE,NONE,0,NONE
58479739,2,321075356,378266,1,68.37,0,SPRING25,68,10,68.37,0,0,0,NONE,NONE,0,NONE
58480769,1,110504542,838032,2,144.88,0,NONE,144,0,144.88,0,0,0,NONE,2,0,5
58487048,1,608377527,664179,2,195.58,25,NONE,195,20,195.58,0,0,0,NONE,1,0,NONE
58487048,2,732442632,542386,2,190.85,10,SPRING25,190,20,190.85,0,0,0,NONE,NONE,1,8
58487048,3,524301794,572647,2,117.43,15,WELCOME,117,50,117.43,0,0,0,NONE,NONE,0,NONE
58479866,1,574487695,135226,1,178.79,20,WELCOME,178,0,178.79,0,0,0,NONE,NONE,0,NONE
58479866,2,586333436,949225,1,141.91,0,SAVE10,141,0,141.91,0,0,0,NONE,NONE,0,NONE
58478514,1,788561107,802923,1,172.03,20,LOYALTY,172,10,172.03,0,0,0,NONE,3,1,NONE
58478514,2,915137931,494555,2,170.41,0,SPRING25,170,0,170.41,0,0,0,NONE,NONE,0,NONE
58491482,1,820086529,138023,1,143.14,0,LOYALTY,143,50,143.14,0,0,0,NONE,NONE,0,NONE
58491482,2,538772065,460779,1,184.74,15,LOYALTY,184,10,184.74,0,0,0,NONE,NONE,0,NONE
58491482,3,489284895,163463,1,120.27,25,WELCOME,120,10,120.27,0,0,0,NONE,NONE,0,NONE
58487060,1,268651506,480424,2,181.85,25,SAVE10,181,50,181.85,0,0,0,NONE,NONE,0,NONE
58487060,2,900533393,524899,1,134.65,10,SAVE10,134,0,134.65,0,0,0,NONE,NONE,0,NONE
58487060,3,177896054,930625,1,100.35,25,SAVE10,100,10,100.35,0,0,0,NONE,NONE,0,NONE
58479380,1,698784251,215389,1,71.25,0,SAVE10,71,10,71.25,0,0,0,NONE,NONE,0,NONE
58479380,2,236691457,488235,1,121.54,15,SAVE20,121,0,121.54,0,0,0,NONE,NONE,0,NONE
58479380,3,229102078,462097,2,68.04,10,SAVE10,68,10,68.04,0,0,0,NONE,NONE,0,NONE
58490943,1,841003165,433222,2,164.55,25,SPRING25,164,10,164.55,0,0,0,82148478,NONE,0,NONE
58490943,2,811689430,520931,2,65.44,10,LOYALTY,65,20,65.44,0,0,0,89252342,NONE,0,NONE
58490943,3,971680490,627827,2,76.52,0,LOYALTY,76,10,76.52,0,0,0,NONE,2,0,NONE
58489669,1,967412853,186794,2,151.82,10,SPRING25,151,0,151.82,0,0,0,NONE,NONE,0,NONE
58489669,2,185191872,726299,1,114.47,25,NONE,114,0,114.47,0,0,0,NONE,NONE,0,10
58484394,1,140077550,969019,2,117.76,25,SPRING25,117,0,117.76,0,0,0,NONE,2,1,5
58480712,1,122925620,371553,1,147.48,25,SAVE20,147,0,147.48,0,0,0,NONE,NONE,0,NONE
58480712,2,584321753,356761,1,166.23,20,LOYALTY,166,50,166.23,0,0,0,84075926,NONE,1,NONE
58479349,1,499767707,442878,2,190.96,25,SAVE10,190,50,190.96,0,0,0,NONE,NONE,1,10
58479349,2,457592468,867446,1,156.61,25,NONE,156,0,156.61,0,0,0,82045145,4,0,NONE
58479349,3,269869916,182735,1,133.8,10,SPRING25,133,20,133.8,0,0,0,NONE,3,0,8
58480684,1,954255015,775283,1,90.36,25,NONE,90,50,90.36,0,0,0,NONE,NONE,1,NONE
58480684,2,770640061,191182,2,92.71,15,NONE,92,20,92.71,0,0,0,NONE,NONE,0,NONE
58490679,1,106135715,825607,1,102.07,15,WELCOME,102,0,102.07,0,0,0,NONE,NONE,0,6
58490679,2,761228214,773538,2,172.21,0,SAVE10,172,50,172.21,0,0,0,NONE,4,1,NONE
58481939,1,194109975,996746,2,92.32,20,NONE,92,10,92.32,0,0,0,NONE,NONE,1,NONE
58481939,2,444254393,106469,1,107.16,10,WELCOME,107,0,107.16,0,0,0,NONE,NONE,1,NONE
58478774,1,338587243,687380,2,193.68,15,WELCOME,193,0,193.68,0,0,0,NONE,NONE,0,NONE
58478774,2,779014530,107671,1,156.58,25,SAVE20,156,0,156.58,0,0,0,NONE,NONE,0,8
58491566,1,891357118,709808,1,61.6,20,SPRING25,61,0,61.6,0,0,0,NONE,NONE,1,NONE
58480650,1,149323566,227004,1,143.77,20,SAVE20,143,20,143.77,0,0,0,NONE,5,0,NONE
58486527,1,916577215,326116,1,118.11,10,SPRING25,118,0,118.11,0,0,0,84151586,NONE,0,NONE
58482216,1,683155382,241673,2,83.7,25,LOYALTY,83,0,83.7,0,0,0,NONE,3,0,NONE
58489655,1,157898027,444968,2,136.03,0,LOYALTY,136,20,136.03,0,0,0,88881343,NONE,0,NONE
58490734,1,513642105,334077,2,123.24,10,WELCOME,123,0,123.24,0,0,0,NONE,NONE,0,NONE
58490734,2,292477216,610173,2,141.51,0,NONE,141,20,141.51,0,0,0,NONE,NONE,0,NONE
58490734,3,271128741,403049,2,152.01,25,SPRING25,152,50,152.01,0,0,0,NONE,4,0,8
58480730,1,883155746,388304,1,190.86,25,SPRING25,190,10,190.86,0,0,0,NONE,NONE,0,NONE
58480730,2,268696779,438368,1,58.99,20,SPRING25,58,0,58.99,0,0,0,83785648,NONE,0,NONE
58491385,1,117258483,625756,2,58.2,10,WELCOME,58,0,58.2,0,0,0,NONE,NONE,0,NONE
58490585,1,975217815,128994,1,198.77,10,SAVE10,198,20,198.77,0,0,0,NONE,5,0,NONE
58490585,2,522089041,341436,1,183.46,10,SPRING25,183,0,183.46,0,0,0,NONE,NONE,0,NONE
58490585,3,448210936,329654,2,110.06,20,SAVE20,110,0,110.06,0,0,0,83663718,NONE,0,NONE
58485445,1,181020174,471794,1,63.97,15,SAVE20,63,20,63.97,0,0,0,NONE,NONE,0,NONE
58485445,2,879565520,608319,2,156.22,15,WELCOME,156,10,156.22,0,0,0,NONE,NONE,0,NONE
58485445,3,437781844,670453,2,108.23,25,NONE,108,0,108.23,0,0,0,NONE,NONE,0,NONE
58491271,1,184406996,742072,2,91.41,10,NONE,91,0,91.41,0,0,0,NONE,NONE,0,NONE
